"","Lachnospiraceae","Lachnospiraceae.1","Clostridiales","Clostridia","Saccharofermentans","Fastidiosipila","Clostridium_sensu_stricto","Clostridiales.1","Peptococcus.niger","Peptostreptococcaceae","Firmicutes","Clostridiales.2","Mogibacterium","Ezakiella","Parvimonas","Clostridiales_Incertae_Sedis_XI","Clostridia.1","Anaerococcus","Clostridiales.3","Clostridiales.4","Peptoniphilaceae","Firmicutes.1","Collinsella.aerofaciens","Coriobacteriaceae","Coriobacteriaceae.1","Coriobacteriaceae.2","Bifidobacteriaceae","Actinomycetales","Actinomycetales.1","Alphaproteobacteria","Paraprevotella","Prevotella","Prevotella.1","Prevotella.bergensis","Prevotella.2","Prevotella.3","Bacteroidetes","Bacteroides.plebeius","Bacteroides","Porphyromonas","Porphyromonadaceae","Porphyromonas.1","Porphyromonas.2","Parabacteroides","Porphyromonadaceae.1","Bacteroidales","Alistipes","Bacteroidetes.1","Odoribacter.splanchnicus","Butyricimonas","Porphyromonadaceae.2","Porphyromonadaceae.3","Coprobacter","Campylobacter","Pasteurellaceae","Succinivibrio","Desulfovibrionales","Pseudomonas.deceptionensis.flu.et.al.","Enterobacteriaceae","Betaproteobacteria","Veillonellaceae","Acidaminococcaceae","Erysipelotrichaceae","Holdemanella","Erysipelotrichaceae.bacterium","Holdemania.massiliensis","Fusobacterium","Leptotrichiaceae","Bacilli","Streptococcus","Lactobacillus","Firmicutes.2","Firmicutes.3","Ruminococcaceae","Clostridiales.5","Clostridiales.6","Ruminococcaceae.1","Ruminococcaceae.2","Ruminococcaceae.3","Ruminococcaceae.4","Ruminococcaceae.5","Clostridiales.7","Oscillibacter","Oscillibacter.1","Ruminococcaceae.6","Clostridiales.8","Clostridiales.9","Howardella","Clostridiales.10"
"Sample-78",0.00246062992125984,0.00196850393700787,0,0.000984251968503937,0,0.00344488188976378,0.000492125984251968,0,0,0.00442913385826772,0,0.00196850393700787,0,0.00688976377952756,0.00196850393700787,0.133366141732283,0.0398622047244094,0.0871062992125984,0.0177165354330709,0.0364173228346457,0.0895669291338583,0,0,0,0,0.00344488188976378,0.0339566929133858,0.0890748031496063,0.0531496062992126,0,0.000492125984251968,0,0.0118110236220472,0,0.0132874015748032,0.0551181102362205,0.000492125984251968,0,0.0280511811023622,0.0187007874015748,0.000492125984251968,0.000492125984251968,0.00295275590551181,0.00541338582677165,0,0.00147637795275591,0,0,0,0,0,0,0,0.00344488188976378,0.000984251968503937,0.000492125984251968,0,0.000492125984251968,0.0103346456692913,0.00196850393700787,0.0255905511811024,0.00393700787401575,0.00246062992125984,0,0,0,0.000492125984251968,0.00295275590551181,0.0255905511811024,0.0078740157480315,0.000492125984251968,0,0,0.000984251968503937,0,0.00295275590551181,0.00639763779527559,0.00492125984251968,0,0.0167322834645669,0.0167322834645669,0.016240157480315,0.000492125984251968,0,0.00442913385826772,0.000492125984251968,0,0,0.0954724409448819
"Sample-81",0.00178542444408375,0.00162311313098523,0,0,0,0.000162311313098523,0,0,0,0.01428339555267,0.000162311313098523,0.0146080181788671,0.000324622626197046,0.0191527349456257,0.000324622626197046,0.0337607531244928,0.0121733484823892,0.0318130173673105,0.085051128063626,0.017367310501542,0.09560136341503,0,0.00113617919168966,0,0,0.000649245252394092,0.00227235838337932,0.0266190553481578,0.0191527349456257,0.000324622626197046,0.000162311313098523,0,0.00405778282746307,0.00243466969647784,0.225450413893848,0.00860249959422172,0.00795325434182763,0,0.0128225937347833,0.0512903749391333,0,0.00535627333225126,0.0209381593897095,0.00324622626197046,0.00113617919168966,0.00324622626197046,0.000162311313098523,0.000162311313098523,0.000649245252394092,0.000324622626197046,0,0,0.000162311313098523,0.0749878266515176,0,0,0.0021100470702808,0,0.00746632040253206,0.00908943353351729,0.0483687713033598,0.0063301412108424,0,0,0,0,0.0326245739328031,0,0.0144457068657685,0.00714169777633501,0.0120110371692907,0.000324622626197046,0,0.000324622626197046,0.000324622626197046,0.000649245252394092,0,0.00308391494887194,0.000162311313098523,0.0162311313098523,0.00389547151436455,0.00649245252394092,0,0.000811556565492615,0.0021100470702808,0,0,0,0.024509008277877
"Sample-82",0.00205014981864059,0.00504652263049992,0.000157703832203123,0,0,0,0.000473111496609368,0,0,0.000788519161015613,0,0.00063081532881249,0,0,0.00110392682542186,0.00220785365084372,0.000157703832203123,0.00126163065762498,0.00126163065762498,0.000157703832203123,0.00299637281185933,0,0.00867371077117174,0.000946222993218735,0.000157703832203123,0.000946222993218735,0.213057877306419,0.00252326131524996,0.0014193344898281,0,0,0,0,0,0.00504652263049992,0.00110392682542186,0,0.000157703832203123,0.181201703201388,0.000473111496609368,0,0,0.000157703832203123,0.0220785365084372,0,0.000473111496609368,0.000157703832203123,0,0,0.000315407664406245,0,0.000315407664406245,0,0.00126163065762498,0,0,0.000473111496609368,0.000157703832203123,0.120643431635389,0.0283866897965621,0.00205014981864059,0.000157703832203123,0.00126163065762498,0.00157703832203123,0,0,0.000946222993218735,0.000157703832203123,0.00063081532881249,0.00283866897965621,0,0.000788519161015613,0,0.00520422646270304,0.000473111496609368,0,0,0.000788519161015613,0,0.0809020659202019,0.0137202334016717,0.00126163065762498,0.00110392682542186,0.00205014981864059,0.00473111496609368,0.000315407664406245,0,0,0.270619776060558
"Sample-84",0.000796495420151334,0.00823045267489712,0,0,0,0,0.00703570954467012,0,0,0.0116819328288862,0,0.00185848931368645,0,0,0.0651798752157175,0.00862870038497279,0.000265498473383778,0.0169919022965618,0.000132749236691889,0.000929244656843223,0.0200451347404752,0,0.00517722023098367,0.000132749236691889,0.000132749236691889,0.001194743130227,0.0177883977167131,0.000398247710075667,0.00331873091729723,0.000265498473383778,0.000530996946767556,0,0.0461967343687774,0,0.0905349794238683,0.00690296030797823,0,0,0.302402761184123,0,0,0,0.00106199389353511,0.0126111774857295,0,0.00915969733174034,0.000398247710075667,0,0,0.000929244656843223,0,0.00252223549714589,0.000265498473383778,0.000132749236691889,0,0,0.000929244656843223,0.000265498473383778,0.074206823310766,0.0172574007699456,0.00278773397052967,0.00451347404752423,0.000265498473383778,0.000132749236691889,0,0,0.00318598168060534,0.000132749236691889,0.00384972786406478,0.0836320191158901,0,0.00265498473383778,0.000530996946767556,0.000398247710075667,0.00146024160361078,0.001194743130227,0.000398247710075667,0.00185848931368645,0,0.043010752688172,0.0246913580246914,0.0108854374087349,0.00199123855037834,0.000132749236691889,0.00185848931368645,0.00225673702376211,0,0.000530996946767556,0.0711535908668525
"Sample-86",0.037643932683791,0.00856214939474461,0,0.000147623265426631,0,0.000147623265426631,0.00354295837023915,0,0.000442869796279894,0.00457632122822557,0,0.0116622379687039,0,0.0141718334809566,0,0.0103336285798642,0.00620017714791851,0.00501919102450546,0.0434012400354296,0.00310008857395926,0.0159433126660762,0.0107764983761441,0.00177147918511957,0.000295246530853262,0.00132860938883968,0.000885739592559787,0.00457632122822557,0.00501919102450546,0.00295246530853262,0,0.000147623265426631,0.000442869796279894,0.190876882196634,0,0.0231768526719811,0.024800708591674,0.00693829347505167,0.000147623265426631,0.0646589902568645,0.0135813404192501,0,0.0317390020667257,0.0070859167404783,0.00575730735163862,0.000442869796279894,0.00560968408621199,0,0.00118098612341305,0.00191910245054621,0.00265721877767936,0,0,0,0.00501919102450546,0,0,0.00369058163566578,0,0.0174195453203425,0.011219368172424,0.00369058163566578,0.0270150575730735,0.000295246530853262,0.000295246530853262,0,0,0.00369058163566578,0.000590493061706525,0.00250959551225273,0.00531443755535872,0,0.0047239444936522,0,0.00118098612341305,0.00442869796279894,0.00546206082078536,0.00103336285798642,0.0118098612341305,0.00118098612341305,0.056834957189253,0.0295246530853262,0.0772069678181281,0.00546206082078536,0.000590493061706525,0.00531443755535872,0,0.000295246530853262,0.00162385591969294,0.13891349276646
"Sample-87",0.000947995666305525,0.00365655471289274,0.000135427952329361,0.000270855904658722,0,0,0.000270855904658722,0,0.000677139761646804,0.00812567713976165,0,0.0151679306608884,0.000270855904658722,0.0361592632719393,0.000270855904658722,0.00893824485373781,0.00325027085590466,0.0207204767063922,0.000270855904658722,0.00325027085590466,0.0459100758396533,0.00934452871072589,0.00284398699891658,0.00162513542795233,0,0.000135427952329361,0.0339924160346696,0.00785482123510292,0.00528169014084507,0,0.00528169014084507,0,0.00135427952329361,0.000541711809317443,0.123374864572048,0.0400866738894908,0.000270855904658722,0,0.201923076923077,0.00677139761646804,0,0.0031148429035753,0.0354821235102925,0.00934452871072589,0,0.0169284940411701,0.000541711809317443,0.000947995666305525,0.00473997833152763,0.000677139761646804,0,0.00501083423618635,0,0.0693391115926327,0,0,0.00230227518959913,0,0.0245124593716143,0.0327735644637053,0.0075839653304442,0.00866738894907909,0.000135427952329361,0,0,0,0.00771939328277356,0.000135427952329361,0.0031148429035753,0.00325027085590466,0,0.000812567713976165,0,0.000270855904658722,0.000135427952329361,0,0,0.00799024918743229,0.00148970747562297,0.0323672806067172,0.00568797399783315,0.0235644637053088,0.000947995666305525,0.00148970747562297,0.00650054171180932,0,0,0.00121885157096425,0.0922264355362947
"Sample-89",0.0118255728011826,0.0119487558511949,0,0.000492732200049273,0,0,0,0.000123183050012318,0,0.000492732200049273,0.000123183050012318,0.00197092880019709,0,0,0.000123183050012318,0.000615915250061592,0,0.000369549150036955,0.000123183050012318,0.000123183050012318,0.000615915250061592,0,0,0.000123183050012318,0.000985464400098546,0.00123183050012318,0.0060359694506036,0.000246366100024637,0.000123183050012318,0,0.000123183050012318,0,0.000369549150036955,0,0.000492732200049273,0.000123183050012318,0,0.0902931756590293,0.142522788864252,0.000246366100024637,0,0,0.000985464400098546,0.0187238236018724,0,0.0289480167528948,0.000492732200049273,0,0.0040650406504065,0.000862281350086228,0,0.0087459965508746,0.00073909830007391,0,0,0,0.000492732200049273,0,0.00307957625030796,0.0113328406011333,0,0.0133037694013304,0,0,0,0.000246366100024637,0.000123183050012318,0,0,0.000615915250061592,0,0.000246366100024637,0,0.002710027100271,0,0.00837644740083764,0.000123183050012318,0.0204483863020448,0.000123183050012318,0.256836659275684,0.0604828775560483,0.0104705592510471,0.000615915250061592,0,0.00615915250061592,0.000862281350086228,0.000123183050012318,0,0.26779995072678
"Sample-91",0,0.00523690773067332,0.000498753117206983,0.000124688279301746,0,0,0.000124688279301746,0,0.000124688279301746,0.0043640897755611,0,0.00748129675810474,0,0.00187032418952618,0,0.00635910224438903,0.0260598503740648,0.0198254364089776,0.123192019950125,0.00723192019950125,0.0336658354114713,0,0.000124688279301746,0.000249376558603491,0,0.0013715710723192,0.000374064837905237,0.00361596009975062,0.0103491271820449,0,0,0,0.000124688279301746,0.00473815461346633,0.1714463840399,0.0450124688279302,0,0,0.0307980049875312,0.0206982543640898,0,0.00411471321695761,0.0445137157107232,0.00897755610972569,0,0.0175810473815461,0.000374064837905237,0,0.00174563591022444,0.00112219451371571,0,0.00399002493765586,0,0.022069825436409,0,0,0.000872817955112219,0,0.0961346633416459,0.00349127182044888,0.0629675810473816,0.000124688279301746,0,0,0,0,0.0162094763092269,0.000124688279301746,0.0145885286783042,0.022568578553616,0.00760598503740648,0.00124688279301746,0,0.000374064837905237,0.00349127182044888,0.000124688279301746,0,0.000872817955112219,0.000249376558603491,0.06571072319202,0.0084788029925187,0.00112219451371571,0.000249376558603491,0.000249376558603491,0.00311720698254364,0.000997506234413965,0,0.000249376558603491,0.0592269326683292
"Sample-92",0,0,0,0,0,0,0,0,0,0.0474358974358974,0,0.000512820512820513,0,0.000897435897435897,0.0211538461538462,0.00474358974358974,0.000128205128205128,0.00525641025641026,0,0.000384615384615385,0.00615384615384615,0.000256410256410256,0.000384615384615385,0,0.00551282051282051,0.00461538461538462,0.0303846153846154,0.000769230769230769,0.000769230769230769,0,0,0.000128205128205128,0.000641025641025641,0,0.175,0.0130769230769231,0,0.000128205128205128,0.0634615384615385,0,0.000641025641025641,0,0.00102564102564103,0.00871794871794872,0,0.000641025641025641,0,0,0.000512820512820513,0,0.000128205128205128,0.000256410256410256,0,0.000769230769230769,0.000128205128205128,0,0.000897435897435897,0.000128205128205128,0.103974358974359,0.000897435897435897,0.0167948717948718,0.000512820512820513,0,0,0.000128205128205128,0,0.00833333333333333,0.385,0.0482051282051282,0.00461538461538462,0.000384615384615385,0,0,0,0,0,0,0.000256410256410256,0,0.0141025641025641,0.015,0.000256410256410256,0,0.000256410256410256,0.00115384615384615,0,0,0.000512820512820513,0.00397435897435897
"Sample-93",0.00122448979591837,0.0153741496598639,0,0.000136054421768707,0,0,0.00136054421768707,0,0,0.000272108843537415,0,0.000136054421768707,0,0,0,0.00149659863945578,0.000136054421768707,0.000272108843537415,0.00136054421768707,0,0.000408163265306122,0,0.000680272108843537,0,0.00054421768707483,0.000136054421768707,0.0130612244897959,0.000408163265306122,0.000136054421768707,0.000272108843537415,0.00272108843537415,0,0.105714285714286,0,0.000272108843537415,0,0,0.0017687074829932,0.181224489795918,0,0,0,0,0.0119727891156463,0,0.00285714285714286,0,0,0.0017687074829932,0.00299319727891156,0,0.000952380952380952,0.000136054421768707,0.000136054421768707,0.000136054421768707,0,0.0036734693877551,0,0.40421768707483,0.0327891156462585,0.00054421768707483,0.00748299319727891,0,0.000408163265306122,0,0,0,0,0,0.000408163265306122,0,0.00231292517006803,0.000408163265306122,0.00204081632653061,0.00707482993197279,0,0,0.0103401360544218,0,0.0568707482993197,0.00231292517006803,0.0138775510204082,0.00598639455782313,0.00136054421768707,0.00122448979591837,0.000952380952380952,0,0.000816326530612245,0.0948299319727891
"Sample-98",0.00174188440221694,0.0118764845605701,0,0.00110847189231987,0,0,0,0.000158353127474268,0,0.00126682501979414,0,0.00253365003958828,0,0.00380047505938242,0.000316706254948535,0.00174188440221694,0.00142517814726841,0.00300870942201108,0.00205859065716548,0.000316706254948535,0.00427553444180523,0.000316706254948535,0.00126682501979414,0.00285035629453682,0,0.000158353127474268,0.00300870942201108,0.000316706254948535,0.0133016627078385,0,0.000316706254948535,0,0.000158353127474268,0,0,0.00443388756927949,0,0,0.197941409342835,0.00459224069675376,0,0.00285035629453682,0.00728424386381631,0.0205859065716548,0,0.0109263657957245,0.000158353127474268,0,0.000158353127474268,0.00205859065716548,0,0.00775930324623911,0.00221694378463975,0.00205859065716548,0,0,0.00205859065716548,0,0.504196357878068,0,0.00253365003958828,0,0.000158353127474268,0,0,0,0,0,0.00316706254948535,0.000633412509897071,0,0.00158353127474268,0.000316706254948535,0.00110847189231987,0.000158353127474268,0.00300870942201108,0,0.00570071258907363,0.000316706254948535,0.0481393507521774,0.018368962787015,0.0155186064924782,0.000791765637371338,0.00190023752969121,0.00601741884402217,0.00126682501979414,0.000316706254948535,0,0.0623911322248614
