oldGroups,Phylum,Class,Order,Family,Genus
Lachnospiraceae,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.1,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.10,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.11,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.12,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.13,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.14,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.15,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.16,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae
Lachnospiraceae.17,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.18,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.19,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.2,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.20,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.21,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.22,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.23,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.24,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.25,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.26,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.27,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.28,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.29,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.3,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.30,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.31,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.32,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.33,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.34,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.35,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.36,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.37,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.38,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.39,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.4,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.40,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.41,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.42,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.43,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.44,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.45,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.46,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.47,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.48,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.49,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.5,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.50,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.51,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.52,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.53,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.54,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.55,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.56,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.57,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.58,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.59,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.6,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.60,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.61,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.62,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.63,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Lachnospiraceae.7,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.8,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lachnospiraceae.9,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Lactobacillus acidophilus/case et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Lactobacillus
Lactobacillus iners,Bacteria,Firmicutes,Bacilli,Bacilli,Lactobacillus
Leptotrichiaceae,Bacteria,Fusobacteriales,Fusobacteriales,Leptotrichiaceae,Leptotrichiaceae
Megasphaera,Bacteria,Firmicutes,Firmicutes,Veillonellaceae,Veillonellaceae
Megasphaera micronuciformis,Bacteria,Firmicutes,Firmicutes,Veillonellaceae,Veillonellaceae
Mobiluncus curtisii,Bacteria,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales.1
Mogibacterium,Bacteria,Firmicutes,Firmicutes,Firmicutes.2,Mogibacterium
Murdochiella,Bacteria,Firmicutes,Clostridia,Clostridia,Clostridia
Murdochiella.1,Bacteria,Firmicutes,Clostridia,Clostridia,Clostridia
Negativicoccus,Bacteria,Firmicutes,Firmicutes,Veillonellaceae,Veillonellaceae
Negativicoccus succinicivorans,Bacteria,Firmicutes,Firmicutes,Veillonellaceae,Veillonellaceae
Odoribacter splanchnicus,Porphyromonadaceae,Porphyromonadaceae,Porphyromonadaceae,Porphyromonadaceae.1,Odoribacter splanchnicus
Odoribacter splanchnicus.1,Porphyromonadaceae,Porphyromonadaceae,Porphyromonadaceae,Porphyromonadaceae.1,Odoribacter splanchnicus
Olsenella,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Coriobacteriaceae
Oscillibacter,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Oscillibacter.1,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Oscillibacter.2,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Oscillibacter.3,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Oscillibacter.4,Bacteria,Firmicutes,Clostridiales,Clostridiales,Oscillibacter
Oscillibacter.5,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Oscillibacter.6,Bacteria,Firmicutes,Clostridiales,Clostridiales,Oscillibacter.1
Oscillibacter.7,Bacteria,Firmicutes,Clostridiales,Clostridiales,Oscillibacter.1
Oscillibacter.8,Bacteria,Firmicutes,Clostridiales,Clostridiales,Oscillibacter.1
Oscillibacter.9,Bacteria,Firmicutes,Clostridiales,Clostridiales,Oscillibacter.1
Parabacteroides,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Parabacteroides
Parabacteroides.1,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Parabacteroides
Parabacteroides distasonis,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Parabacteroides
Parabacteroides distasonis.1,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Parabacteroides
Parabacteroides distasonis.2,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Parabacteroides
Parabacteroides distasonis.3,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Parabacteroides
Parabacteroides goldsteinii,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Parabacteroides
Parabacteroides merdae,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Parabacteroides
Paraprevotella,Bacteroidetes,Bacteroidetes.2,Bacteroidales,Paraprevotella,Paraprevotella
Paraprevotella.1,Bacteroidetes,Bacteroidetes.2,Bacteroidales,Paraprevotella,Paraprevotella
Paraprevotella.2,Bacteroidetes,Bacteroidetes.2,Bacteroidales,Paraprevotella,Paraprevotella
Paraprevotella.3,Bacteroidetes,Bacteroidetes.2,Bacteroidales,Paraprevotella,Paraprevotella
Paraprevotella xylaniphila,Bacteroidetes,Bacteroidetes.2,Bacteroidales,Paraprevotella,Paraprevotella
Parasutterella excrementihominis,Bacteria,Proteobacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria
Parvimonas,Bacteria,Firmicutes,Clostridia,Clostridia,Clostridiales_Incertae_Sedis_XI
Parvimonas micra,Bacteria,Firmicutes,Clostridia,Clostridia,Clostridiales_Incertae_Sedis_XI
Peptococcus niger,Bacteria,Firmicutes,Firmicutes,Peptococcus niger,Peptococcus niger
Peptoniphilus,Bacteria,Firmicutes,Clostridia,Clostridia,Clostridiales.4
Peptoniphilus.1,Bacteria,Firmicutes,Clostridia,Clostridia,Peptoniphilus
Peptoniphilus.2,Bacteria,Firmicutes,Clostridia,Clostridia,Peptoniphilus
Peptoniphilus.3,Bacteria,Firmicutes,Clostridia,Clostridia,Peptoniphilus.1
Peptoniphilus asaccharolyticus et al.,Bacteria,Firmicutes,Clostridia,Clostridia,Peptoniphilus
Peptoniphilus coxii,Bacteria,Firmicutes,Clostridia,Clostridia,Clostridiales.4
Peptoniphilus duerdenii,Bacteria,Firmicutes,Clostridia,Clostridia,Peptoniphilus
Peptoniphilus gorbachii/harei/ et al.,Bacteria,Firmicutes,Clostridia,Clostridia,Peptoniphilus
Peptoniphilus lacrimalis,Bacteria,Firmicutes,Clostridia,Clostridia,Peptoniphilus
Peptoniphilus massiliensis,Bacteria,Firmicutes,Clostridia,Clostridia,Clostridiales.4
Peptoniphilus massiliensis.1,Bacteria,Firmicutes,Clostridia,Clostridia,Clostridiales.4
Peptostreptococcus anaerobius,Bacteria,Firmicutes,Firmicutes,Firmicutes.2,Peptostreptococcaceae
Peptostreptococcus stomatis,Bacteria,Firmicutes,Firmicutes,Firmicutes.2,Peptostreptococcaceae
Phascolarctobacterium,Bacteria,Firmicutes,Firmicutes,Acidaminococcaceae,Acidaminococcaceae
Phascolarctobacterium.1,Bacteria,Firmicutes,Firmicutes,Acidaminococcaceae,Acidaminococcaceae
Phascolarctobacterium faecium,Bacteria,Firmicutes,Firmicutes,Acidaminococcaceae,Acidaminococcaceae
Phascolarctobacterium succinatutens,Bacteria,Firmicutes,Firmicutes,Acidaminococcaceae,Acidaminococcaceae
Porphyromonadaceae,Bacteroidetes,Bacteroidetes.2,Bacteroidales,Porphyromonadaceae,Porphyromonadaceae
Porphyromonadaceae.1,Bacteroidetes,Bacteroidetes.2,Bacteroidales,Porphyromonadaceae,Porphyromonadaceae.1
Porphyromonadaceae.2,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.2,Porphyromonadaceae.2
Porphyromonas,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Porphyromonas
Porphyromonas.1,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Porphyromonas
Porphyromonas.2,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Porphyromonas
Porphyromonas.3,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Porphyromonas
Porphyromonas.4,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Porphyromonas
Porphyromonas.5,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Porphyromonas
Porphyromonas.6,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.2,Porphyromonas.1
Porphyromonas.7,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.2,Porphyromonas.1
Porphyromonas.8,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.2,Porphyromonas.2
Porphyromonas asaccharolytica,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.2,Porphyromonas.2
Porphyromonas bennonis,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Porphyromonas
Porphyromonas somerae,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.3,Porphyromonas
Porphyromonas uenonis,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.2,Porphyromonas.2
Porphyromonas uenonis.1,Bacteroidetes,Bacteroidetes.2,Bacteroidetes.1,Porphyromonadaceae.2,Porphyromonas.2
Prevotella,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella
Prevotella.1,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella
Prevotella.10,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.2
Prevotella.11,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.2
Prevotella.12,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.2
Prevotella.13,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.2
Prevotella.14,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.2
Prevotella.15,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella.1,Prevotella.3
Prevotella.2,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella
Prevotella.3,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella
Prevotella.4,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella
Prevotella.5,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella
Prevotella.6,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.1
Prevotella.7,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.1
Prevotella.8,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.1
Prevotella.9,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.2
Prevotella bergensis,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella bergensis
Prevotella bergensis.1,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella bergensis
Prevotella bivia,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.1
Prevotella bivia.1,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.1
Prevotella buccalis,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.2
Prevotella buccalis.1,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.2
Prevotella copri,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella
Prevotella corporis,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.1
Prevotella corporis.1,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.1
Prevotella disiens,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.1
Prevotella timonensis,Bacteroidetes,Bacteroidetes.1,Bacteroidetes.2,Prevotella,Prevotella.2
Pseudoflavonifractor,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Pseudomonas deceptionensis/flu et al.,Bacteria,Proteobacteria,Proteobacteria,Gammaproteobacteria,Pseudomonas deceptionensis/flu et al.
Romboutsia,Bacteria,Firmicutes,Firmicutes,Firmicutes.2,Peptostreptococcaceae
Roseburia,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Roseburia faecis,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Roseburia hominis,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Roseburia intestinalis,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Roseburia inulinivorans,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Clostridiales
Ruminococcaceae,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.1,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.10,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.11,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.12,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.13,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.14,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.2
Ruminococcaceae.15,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.2
Ruminococcaceae.16,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.2
Ruminococcaceae.17,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.2
Ruminococcaceae.18,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.2
Ruminococcaceae.19,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.2
Ruminococcaceae.2,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.20,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.3
Ruminococcaceae.21,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.4
Ruminococcaceae.22,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.4
Ruminococcaceae.23,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.4
Ruminococcaceae.24,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.4
Ruminococcaceae.25,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.4
Ruminococcaceae.26,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.5
Ruminococcaceae.27,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.5
Ruminococcaceae.28,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.5
Ruminococcaceae.29,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.6
Ruminococcaceae.3,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.30,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.7
Ruminococcaceae.31,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.7
Ruminococcaceae.32,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.7
Ruminococcaceae.33,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.7
Ruminococcaceae.34,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.8
Ruminococcaceae.35,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.8
Ruminococcaceae.36,Bacteria,Firmicutes,Clostridiales,Ruminococcaceae,Ruminococcaceae.9
Ruminococcaceae.37,Bacteria,Firmicutes,Clostridiales,Clostridiales,Clostridiales.7
Ruminococcaceae.38,Bacteria,Firmicutes,Clostridiales,Clostridiales,Clostridiales.7
Ruminococcaceae.39,Bacteria,Firmicutes,Clostridiales,Clostridiales,Clostridiales.7
Ruminococcaceae.4,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.40,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.41,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.42,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.43,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.44,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.45,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.46,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.47,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.48,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.49,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.5,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.50,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.51,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.52,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.53,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.10
Ruminococcaceae.6,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.7,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.8,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcaceae.9,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae
Ruminococcus,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.1
Ruminococcus.1,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.1
Ruminococcus.2,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.1
Ruminococcus2,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Ruminococcus2.1,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Ruminococcus2.2,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Ruminococcus2.3,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Ruminococcus2.4,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Lachnospiraceae.1
Ruminococcus bicirculans,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.1
Ruminococcus bromii,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.4
Ruminococcus callidus,Bacteria,Firmicutes,Clostridiales,Clostridiales,Ruminococcaceae.1
Saccharofermentans,Bacteria,Firmicutes,Firmicutes,Firmicutes.3,Saccharofermentans
Senegalimassilia anaerobia,Actinobacteria,Actinobacteria,Actinobacteria,Actinobacteria,Coriobacteriaceae.1
Sneathia,Bacteria,Fusobacteriales,Fusobacteriales,Leptotrichiaceae,Leptotrichiaceae
Sneathia sanguinegens,Bacteria,Fusobacteriales,Fusobacteriales,Leptotrichiaceae,Leptotrichiaceae
Sneathia sanguinegens.1,Bacteria,Fusobacteriales,Fusobacteriales,Leptotrichiaceae,Leptotrichiaceae
Staphylococcus argenteus/arlet et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Bacilli
Streptococcus,Bacteria,Firmicutes,Bacilli,Bacilli,Streptococcus
Streptococcus agalactiae/dysga et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Streptococcus
Streptococcus anginosus/miller et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Streptococcus
Streptococcus australis/dentis et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Streptococcus
Streptococcus australis/mitis/ et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Streptococcus
Streptococcus salivarius/vesti et al.,Bacteria,Firmicutes,Bacilli,Bacilli,Streptococcus
Succiniclasticum,Bacteria,Firmicutes,Firmicutes,Acidaminococcaceae,Acidaminococcaceae
Succinivibrio,Bacteria,Proteobacteria,Proteobacteria,Gammaproteobacteria,Succinivibrio
Sutterella,Bacteria,Proteobacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria
Sutterella.1,Bacteria,Proteobacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria
Sutterella stercoricanis,Bacteria,Proteobacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria
Sutterella wadsworthensis,Bacteria,Proteobacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria
Sutterella wadsworthensis.1,Bacteria,Proteobacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria
Varibaculum,Bacteria,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales.1
Varibaculum cambriense,Bacteria,Actinobacteria.1,Actinobacteria.1,Actinobacteria.1,Actinomycetales.1
Veillonella atypica/dispar,Bacteria,Firmicutes,Firmicutes,Veillonellaceae,Veillonellaceae
Veillonellaceae,Bacteria,Firmicutes,Firmicutes,Veillonellaceae,Veillonellaceae
Veillonella dispar/parvula,Bacteria,Firmicutes,Firmicutes,Veillonellaceae,Veillonellaceae
Veillonella parvula/rogosae/to et al.,Bacteria,Firmicutes,Firmicutes,Veillonellaceae,Veillonellaceae
