taxLevels,ntaxa,test,antigen,Taxon,Intercept_estimate,clr_estimate,clr_std.error,clr_p.value,clr_q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Class,12,binomial,IgG_Con.6.gp120.B_Month_12,Bacteroidetes.2,-4.573787395622106,1.4660216245016893,0.9603775407404802,0.12688401489981377,0.4357793687370558,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Bacteroidetes.2,6.936877865089119,-2.1326558993437263,1.1274207223896233,0.05854111918577428,0.34146291231894377,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Porphyromonadaceae,-2.278279627564538,-2.0786217196524928,0.9407770649851426,0.02714174394527337,0.3166286897781154,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Bacteroidetes,-2.7485635295771513,-1.1976575800804456,1.7140462044172462,0.4847200249366809,0.7068275840821755,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Actinobacteria,-0.5510979948917957,-0.5877047790948315,0.7446714568311371,0.42998722329956585,0.7068275840821755,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Alphaproteobacteria,-1.268489290407349,-0.5816430655674283,1.569084845783415,0.7108689121809495,0.8154818816851079,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Proteobacteria,0.5425184023286992,-0.2840604429410637,0.38900188156212445,0.46525023784891734,0.7068275840821755,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Erysipelotrichaceae,-0.2725573918205661,-0.1964259239343299,0.6686680776689788,0.7689436002858514,0.8154818816851079,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Bacteroidetes.1,0.13934282135810924,-0.030998587231948923,0.6422491205497981,0.961504510149471,0.9347222795700052,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Fusobacteriales,0.3374593798647697,0.39403039177478244,0.33588405425976026,0.2407499672563835,0.6019171415045939,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Firmicutes,-1.5007025702798409,0.440487575322844,0.7598339404882654,0.5621064334490113,0.7285989839024911,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_0,Campylobacter,0.5458383068017416,0.44086982202548675,0.38974780845431617,0.2579848487898733,0.6019171415045939,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Class,12,binomial,IgG_gp41_Month_0,Actinobacteria.1,-0.4201173405894772,0.9480224113481054,0.7128316493466669,0.18353846260414863,0.6019171415045939,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Alphaproteobacteria,-2.6751826332302446,-1.181721891197728,1.606769768183432,0.46205674081133463,0.654052184375687,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Firmicutes,4.264569180580431,-1.1484593308732916,0.8521084499768188,0.17772741403640807,0.46281340033085555,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Actinobacteria.1,0.5874752770674297,-0.8576707235752502,0.6586186223435928,0.19283891680452314,0.46281340033085555,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Erysipelotrichaceae,-0.7411351083925384,-0.446262891998222,0.6910699284353904,0.518437069422127,0.654052184375687,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Bacteroidetes,-0.8632536306473967,-0.4036181412437414,1.659814329541985,0.8078731969238289,0.8813162148259951,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Fusobacteriales,-0.11201069624615441,-0.36406349978092784,0.3192892166922071,0.25419002740699975,0.5083800548139995,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Campylobacter,-0.12060002776565766,-0.21925790654249763,0.36228762886657195,0.5450434869797391,0.654052184375687,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Class,12,binomial,IgG_gp41_Month_6.5,Actinobacteria,0.09715277236209686,0.001667450042281527,0.7229208630605856,0.998159644391323,0.9981596443913231,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Proteobacteria,-0.43094996459695645,0.3387519179400449,0.39608364181377054,0.3924108283037016,0.654052184375687,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Bacteroidetes.1,-1.687463725468292,1.247141522714097,0.826755084229332,0.1314323362268486,0.46281340033085555,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Bacteroidetes.2,-6.1134735085450185,1.9502017075423017,1.0801637763868914,0.07100139545849438,0.42600837275096626,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp41_Month_6.5,Porphyromonadaceae,3.0409707835180866,2.4869847555362234,1.0658184357737868,0.01962696362709262,0.23552356352511145,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Campylobacter,-0.4605201840730827,-0.5567794873231326,0.4000094641212391,0.1639479012188435,0.8417068470830109,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Firmicutes,1.6894061461441003,-0.4390871524732223,0.7565021457465014,0.5616330457734191,0.8424495686601287,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Fusobacteriales,-0.06222437795771458,-0.28301259385119476,0.3032676232223392,0.35071118628458786,0.8417068470830109,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,NA,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Alphaproteobacteria,-0.27313073861401904,-0.1570989841989704,1.558876502554307,0.9197274409602414,0.9709132373085305,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Actinobacteria.1,0.10634459566601293,-0.018381303693980146,0.5041093552300288,0.9709132373085305,0.9709132373085305,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Erysipelotrichaceae,0.5021289856781311,0.21671216321077508,0.674749319740355,0.7480782813302448,0.8976939375962937,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Proteobacteria,-0.37618941193220073,0.30311496329157184,0.3926587128240523,0.44014091951106,0.8424495686601287,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Actinobacteria,0.6409295001906451,0.49189000301326974,0.7380244215021903,0.5050943981755833,0.8424495686601287,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Bacteroidetes.1,-0.8245000786702311,0.6478730280021275,0.6914918505310322,0.3487993509446056,0.8417068470830109,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Porphyromonadaceae,0.8953217210131161,0.6748790178249824,0.6194087508838471,0.27590984358108184,0.8417068470830109,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Bacteroidetes,1.8420432128415485,0.7348257729570775,1.6827006003932414,0.6623330583260412,0.8831107444347216,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_gp70_B.CaseA_V1_V2_Month_12,Bacteroidetes.2,-2.5432013235612088,0.8280003593425471,0.8441145892535747,0.32663717382420404,0.8417068470830109,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_ZM96.gp140_Month_6.5,Firmicutes,3.1574399673492124,-0.8433802081554956,0.8014112314975513,0.2926303590272436,0.42814809834472844,Bacteria,Firmicutes,NA,NA,NA,NA,NA
Class,12,binomial,IgG_ZM96.gp140_Month_6.5,Actinobacteria.1,0.5429645849822563,-0.7734998548622813,0.6294697153828712,0.2191423519527087,0.42814809834472844,Bacteria,Actinobacteria,Actinobacteria,NA,NA,NA,NA
Class,12,binomial,IgG_ZM96.gp140_Month_6.5,Bacteroidetes,-1.7071529360915332,-0.7590462341918546,1.677148000276406,0.6508500898337979,0.6203142402368913,Bacteria,Bacteroidetes,NA,NA,NA,NA,NA
